id,x,y,tier
181,0.72348,0.188911,3
182,0.735905,0.184574,3
183,0.728576,0.202391,3
184,0.72916,0.193098,3
185,0.750276,0.214612,3
186,0.722501,0.210777,3
187,0.722178,0.193119,3
188,0.758735,0.216971,3
189,0.707601,0.174288,3
190,0.764549,0.212404,3
191,0.726083,0.232873,3
192,0.726953,0.197367,3
193,0.734088,0.220664,3
194,0.72206,0.193127,3
195,0.68541,0.186353,3
196,0.714883,0.203799,3
197,0.734051,0.159159,3
198,0.730761,0.241118,3
199,0.704459,0.165303,3
200,0.231392,0.694693,3
201,0.193944,0.699741,3
202,0.22137,0.698737,3
203,0.229241,0.678227,3
204,0.218583,0.669641,3
205,0.198023,0.658048,3
206,0.203508,0.681555,3
207,0.198293,0.673599,3
208,0.254231,0.690415,3
209,0.212762,0.675996,3
210,0.251193,0.649446,3
211,0.265278,0.668884,3
212,0.227332,0.669959,3
213,0.220731,0.698495,3
214,0.212165,0.676131,3
215,0.22595,0.665987,3
216,0.190429,0.656715,3
217,0.200701,0.663975,3
218,0.20467,0.682752,3
219,0.227649,0.673653,3
220,0.194838,0.69646,3
221,0.224541,0.662295,3
222,0.217193,0.650332,3
223,0.187886,0.669445,3
224,0.196709,0.680664,3
225,0.191348,0.674629,3
226,0.200714,0.696613,3
227,0.203952,0.685299,3
228,0.249687,0.720685,3
229,0.236343,0.690909,3
230,0.176896,0.700765,3
231,0.227125,0.689308,3
232,0.230844,0.676801,3
233,0.213908,0.697444,3
234,0.173308,0.6974,3
235,0.224106,0.675278,3
236,0.198188,0.695417,3
237,0.209972,0.669145,3
238,0.216978,0.663822,3
239,0.211976,0.658725,3
240,0.196566,0.711399,3
241,0.227634,0.703135,3
242,0.232123,0.681684,3
243,0.242561,0.708257,3
244,0.199691,0.675187,3
245,0.21891,0.659977,3
246,0.236992,0.690747,3
247,0.194992,0.682406,3
248,0.221458,0.696023,3
249,0.236996,0.693181,3
250,0.233626,0.68278,3
251,0.229669,0.690058,3
252,0.203645,0.713398,3
253,0.19833,0.704704,3
254,0.211625,0.67129,3
255,0.215451,0.666409,3
256,0.220718,0.671983,3
257,0.201358,0.70837,3
258,0.17788,0.656947,3
259,0.216351,0.70378,3
260,0.242665,0.71297,3
261,0.204632,0.68142,3
262,0.253164,0.66907,3
263,0.222534,0.699543,3
264,0.235029,0.673537,3
265,0.249521,0.685396,3
266,0.249582,0.676779,3
267,0.230089,0.69838,3
268,0.187139,0.688965,3
269,0.212634,0.667483,3
270,0.21092,0.679557,3
271,0.173614,0.658954,3
272,0.244678,0.684737,3
273,0.193341,0.64529,3
274,0.207834,0.681151,3
275,0.228699,0.699293,3
276,0.194459,0.666793,3
277,0.250172,0.673282,3
278,0.252644,0.66375,3
279,0.204448,0.691966,3
280,0.250433,0.683256,3
281,0.218951,0.669327,3
282,0.218436,0.671429,3
283,0.214588,0.630568,3
284,0.186845,0.701447,3
285,0.194593,0.684857,3
286,0.23639,0.737223,3
287,0.197787,0.681585,3
288,0.194715,0.657917,3
289,0.229997,0.663659,3
290,0.20819,0.697483,3
291,0.21541,0.661662,3
292,0.244412,0.688608,3
293,0.213428,0.677994,3
294,0.18744,0.688505,3
295,0.250414,0.666198,3
296,0.240983,0.677837,3
297,0.211771,0.656089,3
298,0.228516,0.651206,3
299,0.241363,0.657876,3
300,0.898918,0.659225,2
301,0.956122,0.61985,2
302,0.933858,0.592679,2
303,0.967709,0.638115,2
304,0.885393,0.6442,2
305,0.864138,0.638955,2
306,0.899342,0.68187,2
307,0.880333,0.626609,2
308,0.897604,0.666736,2
309,0.886104,0.681999,2
310,0.867579,0.628301,2
311,0.899463,0.647415,2
312,0.952632,0.674593,2
313,0.903881,0.684968,2
314,0.935303,0.619106,2
315,0.919603,0.685334,2
316,0.847271,0.653092,2
317,0.862016,0.730023,2
318,0.862732,0.677819,2
319,0.901931,0.579484,2
320,0.921409,0.587565,2
321,0.962655,0.672789,2
322,0.908694,0.569386,2
323,0.900521,0.67955,2
324,0.808737,0.695367,2
325,0.943687,0.698474,2
326,0.937944,0.696302,2
327,0.901726,0.577468,2
328,0.85334,0.63997,2
329,0.897215,0.632522,2
330,0.976841,0.703136,2
331,0.989928,0.624132,2
332,0.885507,0.59706,2
333,0.925206,0.634288,2
334,0.848757,0.666689,2
335,0.914475,0.610951,2
336,0.889035,0.621358,2
337,0.913966,0.60167,2
338,0.871191,0.60872,2
339,0.969569,0.665287,2
340,0.625504,0.535567,2
341,0.592244,0.6281,2
342,0.554274,0.580724,2
343,0.585907,0.667272,2
344,0.535959,0.587981,2
345,0.553009,0.613328,2
346,0.556944,0.617577,2
347,0.480725,0.549293,2
348,0.517931,0.626738,2
349,0.609209,0.605712,2
350,0.538545,0.607261,2
351,0.610748,0.634624,2
352,0.531397,0.581091,2
353,0.575761,0.674762,2
354,0.538889,0.615557,2
355,0.568393,0.612077,2
356,0.582707,0.602521,2
357,0.556769,0.597797,2
358,0.615469,0.651895,2
359,0.611053,0.626893,2
360,0.607751,0.618445,2
361,0.615135,0.611774,2
362,0.551703,0.633748,2
363,0.633894,0.618336,2
364,0.556038,0.594371,2
365,0.535985,0.650949,2
366,0.622566,0.588244,2
367,0.602085,0.619513,2
368,0.483365,0.592362,2
369,0.560028,0.622636,2
370,0.504437,0.613884,2
371,0.620013,0.62871,2
372,0.575,0.639564,2
373,0.540011,0.592659,2
374,0.582858,0.685144,2
375,0.576864,0.638917,2
376,0.579288,0.577571,2
377,0.536023,0.591222,2
378,0.585026,0.608417,2
379,0.600551,0.586025,2
380,0.291245,0.0244323,2
381,0.253829,0.0143626,2
382,0.256079,0,2
383,0.301594,0.0944503,2
384,0.299018,0.0768193,2
385,0.232565,0.0426989,2
386,0.267145,0.080848,2
387,0.235856,0,2
388,0.26265,0.075749,2
389,0.306024,0,2
390,0.315182,0.0566205,2
391,0.252178,0.0366708,2
392,0.297191,0.0490354,2
393,0.25911,0.0983826,2
394,0.234172,0.101262,2
395,0.268694,0.0607929,2
396,0.246196,0.0212709,2
397,0.301746,0.0531836,2
398,0.300482,0.0562582,2
399,0.246615,0.024073,2
400,0.259619,0.0220796,2
401,0.367197,0.00189965,2
402,0.267782,0.0586771,2
403,0.257428,0.0344954,2
404,0.271695,0.0267853,2
405,0.273385,0.120145,2
406,0.210541,0.050023,2
407,0.169663,0.0211557,2
408,0.251126,0.0223748,2
409,0.258453,0.0448073,2
410,0.251461,0.00419136,2
411,0.266737,0.0325309,2
412,0.282584,0.0197617,2
413,0.2457,0.0199806,2
414,0.360063,0.0676875,2
415,0.266767,0.0509097,2
416,0.23677,0,2
417,0.223378,0,2
418,0.238001,0.0235451,2
419,0.288688,0.0170492,2
420,0,0.400963,2
421,0.0181871,0.433239,2
422,0.00337927,0.393632,2
423,0,0.446552,2
424,0.0649779,0.405758,2
425,0.0267632,0.414369,2
426,0.0257078,0.413102,2
427,0,0.400016,2
428,0.022222,0.406243,2
429,0,0.364087,2
430,0.0104891,0.41082,2
431,0.0438315,0.428333,2
432,0.071917,0.440377,2
433,0.0196593,0.406965,2
434,0.0331489,0.433584,2
435,0.0440439,0.412039,2
436,0.0238261,0.381484,2
437,0.0280066,0.405768,2
438,0.0314766,0.394947,2
439,0.0689966,0.419053,2
440,0.0162428,0.44255,2
441,0.0345176,0.38885,2
442,0.00890322,0.392871,2
443,0.0527692,0.411534,2
444,0.0607008,0.378759,2
445,0.110168,0.419979,2
446,0.0389531,0.362483,2
447,0.0612822,0.420647,2
448,0.0448504,0.441379,2
449,0.0909837,0.433751,2
450,0,0.320743,2
451,0.0636688,0.338986,2
452,0.0947577,0.391043,2
453,0.0478477,0.346844,2
454,0.0261253,0.456067,2
455,0.0215665,0.430523,2
456,0.0341408,0.439819,2
457,0,0.396487,2
458,0.0254456,0.400537,2
459,0.0168601,0.412043,2
460,0.595193,0.829567,2
461,0.539313,0.784924,2
462,0.530555,0.801433,2
463,0.535991,0.727021,2
464,0.561246,0.747706,2
465,0.550186,0.743546,2
466,0.543952,0.800617,2
467,0.549593,0.828747,2
468,0.56109,0.768096,2
469,0.615016,0.77792,2
470,0.553538,0.748066,2
471,0.546744,0.793529,2
472,0.590854,0.747725,2
473,0.577964,0.835915,2
474,0.574738,0.774749,2
475,0.576039,0.842533,2
476,0.531278,0.732831,2
477,0.591071,0.816269,2
478,0.597687,0.77084,2
479,0.566352,0.716915,2
480,0.545071,0.792809,2
481,0.542143,0.846134,2
482,0.584839,0.849732,2
483,0.613578,0.800462,2
484,0.515241,0.792012,2
485,0.546258,0.785264,2
486,0.584392,0.788996,2
487,0.600717,0.769766,2
488,0.609522,0.801874,2
489,0.582947,0.709968,2
490,0.548787,0.798479,2
491,0.587038,0.779522,2
492,0.564992,0.751891,2
493,0.55461,0.770775,2
494,0.554715,0.771557,2
495,0.547493,0.811046,2
496,0.58262,0.750394,2
497,0.56123,0.782956,2
498,0.542066,0.788189,2
499,0.589646,0.770346,2
500,0.123281,1,2
501,0.139258,0.92439,2
502,0.114867,0.973786,2
503,0.0750563,0.951142,2
504,0.159664,0.948789,2
505,0.138804,0.951661,2
506,0.112027,0.968441,2
507,0.140985,0.985815,2
508,0.155915,0.900431,2
509,0.234053,0.979909,2
510,0.110894,0.95249,2
511,0.156089,0.911307,2
512,0.119051,0.934373,2
513,0.0899376,0.964787,2
514,0.184717,0.922511,2
515,0.0737287,0.98854,2
516,0.0903,0.955971,2
517,0.141282,0.957763,2
518,0.137378,0.948177,2
519,0.0998905,0.957064,2
520,0.076578,0.993685,2
521,0.165809,0.967944,2
522,0.136075,0.910134,2
523,0.10558,0.970147,2
524,0.105707,0.92295,2
525,0.106998,0.977206,2
526,0.0492519,0.968598,2
527,0.137978,0.911678,2
528,0.129842,0.95446,2
529,0.0629289,0.907042,2
530,0.112505,0.948283,2
531,0.138068,0.966736,2
532,0.0646034,0.914186,2
533,0.068718,0.96885,2
534,0.116637,0.99215,2
535,0.136645,0.97602,2
536,0.119962,1,2
537,0.0735303,0.935698,2
538,0.151302,0.956238,2
539,0.0642813,0.943038,2
540,0.209038,0.59247,1
541,0.133088,0.542281,1
542,0.248228,0.578709,1
543,0.138903,0.643176,1
544,0.177624,0.763337,1
545,0.140715,0.58829,1
546,0.239793,0.639564,1
547,0.220941,0.662416,1
548,0.246138,0.747094,1
549,0.219046,0.642843,1
550,0.137205,0.6989,1
551,0.287166,0.60884,1
552,0.214201,0.596264,1
553,0.195387,0.613729,1
554,0.287327,0.662156,1
555,0.873446,0.503637,1
556,0.85321,0.470576,1
557,0.858373,0.392374,1
558,0.872614,0.504464,1
559,0.899217,0.485427,1
560,0.843081,0.518557,1
561,0.88852,0.445061,1
562,0.861242,0.444251,1
563,0.846907,0.41653,1
564,0.928632,0.495687,1
565,0.952627,0.499798,1
566,0.811636,0.506064,1
567,0.758496,0.485126,1
568,0.840165,0.390775,1
569,0.900768,0.444374,1
570,0.518864,0.46602,1
571,0.5842,0.412983,1
572,0.5587,0.532556,1
573,0.600778,0.40497,1
574,0.626529,0.382887,1
575,0.611184,0.505048,1
576,0.63408,0.492329,1
577,0.570247,0.365679,1
578,0.647104,0.458043,1
579,0.526947,0.562221,1
580,0.601976,0.496812,1
581,0.632918,0.46242,1
582,0.527994,0.507881,1
583,0.66304,0.484559,1
584,0.631319,0.546716,1
585,0.459783,0.610057,1
586,0.395487,0.577366,1
587,0.405271,0.62926,1
588,0.437992,0.613421,1
589,0.445893,0.619087,1
590,0.388198,0.584223,1
591,0.385796,0.586563,1
592,0.450434,0.610686,1
593,0.396182,0.665872,1
594,0.502579,0.656612,1
595,0.405293,0.628729,1
596,0.451772,0.636512,1
597,0.40378,0.539616,1
598,0.389751,0.519701,1
599,0.43109,0.605402,1
600,0.517433,0.357457,1
601,0.500016,0.269197,1
602,0.56252,0.332996,1
603,0.465346,0.30626,1
604,0.498147,0.418873,1
605,0.568741,0.432672,1
606,0.438414,0.423183,1
607,0.547163,0.354355,1
608,0.512714,0.365201,1
609,0.392098,0.316111,1
610,0.524551,0.345787,1
611,0.470878,0.386872,1
612,0.608175,0.331325,1
613,0.574824,0.303349,1
614,0.464283,0.42663,1
615,0.241114,0.731933,1
616,0.2398,0.828282,1
617,0.163597,0.722959,1
618,0.161706,0.824981,1
619,0.199334,0.739235,1
620,0.216942,0.743858,1
621,0.182876,0.812259,1
622,0.144488,0.662507,1
623,0.141997,0.837284,1
624,0.230382,0.759038,1
625,0.175828,0.68751,1
626,0.181948,0.733728,1
627,0.169504,0.709967,1
628,0.113283,0.758207,1
629,0.159117,0.761764,1
630,0.197958,0.315647,1
631,0.206903,0.303999,1
632,0.306007,0.347068,1
633,0.234594,0.337041,1
634,0.285521,0.365556,1
635,0.370252,0.355735,1
636,0.313135,0.344937,1
637,0.383492,0.434933,1
638,0.238855,0.240188,1
639,0.201515,0.374575,1
640,0.249102,0.330484,1
641,0.285198,0.370002,1
642,0.240748,0.315159,1
643,0.195603,0.365061,1
644,0.290787,0.326806,1
645,0.330471,0.547973,1
646,0.367606,0.608084,1
647,0.374975,0.568055,1
648,0.365142,0.615992,1
649,0.309818,0.575217,1
650,0.250882,0.611486,1
651,0.344107,0.603012,1
652,0.339367,0.631446,1
653,0.329323,0.655129,1
654,0.38897,0.588211,1
655,0.296749,0.605337,1
656,0.318076,0.609427,1
657,0.3385,0.635975,1
658,0.284609,0.54613,1
659,0.318286,0.600008,1
660,0.46967,0,1
661,0.445404,0,1
662,0.464891,0.0166552,1
663,0.412081,0,1
664,0.396924,0,1
665,0.35668,0,1
666,0.473977,0.067461,1
667,0.401877,0.0271292,1
668,0.340644,0,1
669,0.493266,0,1
670,0.395359,0,1
671,0.495804,0.0404259,1
672,0.497663,0,1
673,0.410705,0,1
674,0.433851,0,1
675,0.539347,0.998276,1
676,0.607408,0.94665,1
677,0.61264,0.979074,1
678,0.618808,1,1
679,0.627921,0.940325,1
680,0.707152,1,1
681,0.595046,1,1
682,0.630639,0.993577,1
683,0.595671,0.971097,1
684,0.608368,1,1
685,0.642334,1,1
686,0.644309,1,1
687,0.56561,1,1
688,0.624386,0.985591,1
689,0.559106,0.965668,1
690,0.231658,0.991949,1
691,0.34424,0.898251,1
692,0.31335,1,1
693,0.334984,1,1
694,0.263975,0.956352,1
695,0.285086,0.965137,1
696,0.285515,0.965719,1
697,0.333303,0.968599,1
698,0.313731,0.901604,1
699,0.310851,0.936959,1
700,0.241094,0.842137,1
701,0.3003,0.944219,1
702,0.287833,0.967998,1
703,0.380837,0.96398,1
704,0.303418,0.892474,1
705,0.481488,0.797231,1
706,0.622896,0.931702,1
707,0.487403,0.890676,1
708,0.530567,0.773493,1
709,0.493277,0.819793,1
710,0.544683,0.86545,1
711,0.573662,0.873921,1
712,0.47896,0.869408,1
713,0.535992,0.83097,1
714,0.483097,0.911482,1
715,0.499556,0.910789,1
716,0.496309,0.953741,1
717,0.581212,0.769553,1
718,0.470254,0.769124,1
719,0.590252,0.84201,1
720,0.225781,0.534682,0
721,0.261453,0.420141,0
722,0.286196,0.431717,0
723,0.296162,0.389586,0
724,0.471608,0.313676,0
725,0.239951,0.517964,0
726,0.428536,0.429764,0
727,0.202901,0.700873,0
728,0.428437,0.647136,0
729,0.296832,0.340888,0
730,0.00837498,0.409234,0
731,0.0978538,0.384642,0
732,0.0286406,0.397159,0
733,0.0820802,0.444514,0
734,0.135935,0.296446,0
735,0.847347,0,0
736,0.710391,0,0
737,0.807739,0.128665,0
738,0.706736,0.146666,0
739,0.742429,0,0
740,0.952719,0.830749,0
741,0.918793,0.775114,0
742,1,0.72121,0
743,0.770509,0.89424,0
744,0.921955,0.838189,0
745,0.59242,0.451001,0
746,0.501407,0.343485,0
747,0.534807,0.535052,0
748,0.502504,0.413036,0
749,0.441883,0.527151,0
750,0.746124,0.0783816,0
751,0.712836,0,0
752,0.654477,0,0
753,0.719569,0,0
754,0.589637,0.0339559,0
755,0.12651,0.11692,0
756,0.06298,0.0529042,0
757,0.0720159,0.024194,0
758,0,0.00266783,0
759,0.124102,0.143318,0
760,0.0608873,0.539265,0
761,0.0341478,0.725213,0
762,0,0.53968,0
763,0.00173384,0.663033,0
764,0.0465875,0.538708,0
765,0.570747,0.961398,0
766,0.658905,1,0
767,0.755431,0.932407,0
768,0.69045,1,0
769,0.753045,1,0
770,0.119309,0.18561,0
771,0.349372,0.105441,0
772,0.108493,0.108706,0
773,0.00646725,0.184048,0
774,0.152956,0.00303647,0
775,0.345091,0.276404,0
776,0.243985,0.264088,0
777,0.280157,0.176624,0
778,0.267882,0.181981,0
779,0.137084,0.282609,0
780,0.278405,0.541035,0
781,0.316106,0.230475,0
782,0.424172,0.222732,0
783,0.211748,0.377053,0
784,0.407819,0.246157,0
785,0.898182,0.213941,0
786,0.620736,0.359265,0
787,0.688869,0.467242,0
788,0.800505,0.254293,0
789,0.621639,0.482131,0
790,0.317847,0.837286,0
791,0.504862,0.950251,0
792,0.282611,0.832946,0
793,0.352975,0.927723,0
794,0.486036,0.839813,0
795,0.238708,0.932608,0
796,0.222347,0.929499,0
797,0.352317,0.880796,0
798,0.173217,0.939686,0
799,0.292475,0.682591,0
800,0.898423,0.506937,0
801,1,0.54138,0
802,0.931055,0.577048,0
803,0.911826,0.394282,0
804,0.920132,0.569057,0
805,0.61249,0.850592,0
806,0.625986,1,0
807,0.616713,0.80657,0
808,0.637692,0.939338,0
809,0.566361,0.866362,0
810,0,0.870079,0
811,0,0.721293,0
812,0,0.824498,0
813,0.0819244,0.773683,0
814,0,0.949073,0
815,0.572754,0.235469,0
816,0.517533,0.157106,0
817,0.437917,0.239574,0
818,0.60872,0.198703,0
819,0.704936,0.288502,0
