id,x,y,tier
240,0.432501,0.701373,1
241,0.507627,0.708353,1
242,0.479306,0.692089,1
243,0.495449,0.791414,1
244,0.489173,0.708655,1
245,0.4938,0.715566,1
246,0.476168,0.683354,1
247,0.501432,0.662938,1
248,0.495862,0.67998,1
249,0.467278,0.683842,1
250,0,0.0555108,0
251,0,0.153567,0
252,0,0.0349073,0
253,0,0.00229428,0
254,0.0737552,0,0
255,0.035215,0.0204718,0
256,0.0197594,0.0097682,0
257,0,0.0206745,0
258,0.117251,0,0
259,0.0383925,0.0176369,0
260,0,0.0817689,0
261,0,0,0
262,0.0555154,0,0
263,0,0,0
264,0.0968033,0.0738051,0
265,0.341266,0.620138,0
266,0.340476,0.634181,0
267,0.352712,0.589613,0
268,0.395427,0.651994,0
269,0.474753,0.746181,0
270,0.418021,0.611486,0
271,0.400658,0.534062,0
272,0.501939,0.577768,0
273,0.38804,0.589784,0
274,0.440267,0.707156,0
275,0.456502,0.613065,0
276,0.208971,0.674323,0
277,0.416801,0.591493,0
278,0.472134,0.54014,0
279,0.44517,0.677467,0
280,0.824971,0.356318,0
281,0.950987,0.54676,0
282,0.878008,0.380428,0
283,0.859863,0.318744,0
284,0.929068,0.240459,0
285,0.895487,0.320809,0
286,1,0.493754,0
287,0.957665,0.522177,0
288,0.856176,0.402364,0
289,0.981433,0.521951,0
290,0.923604,0.432126,0
291,0.898428,0.383234,0
292,0.894476,0.415734,0
293,0.774115,0.451501,0
294,0.772982,0.381453,0
295,0.257355,0,0
296,0.302976,0.0810115,0
297,0.195517,0.0404951,0
298,0.243841,0,0
299,0.0972211,0,0
300,0.20751,0.0198877,0
301,0.176824,0.0911064,0
302,0.234783,0.0291992,0
303,0.187642,0.0198099,0
304,0.235226,0,0
305,0.310081,0.172106,0
306,0.347116,0,0
307,0.374477,0,0
308,0.38535,0,0
309,0.222748,0.158595,0
310,0.333151,0.443546,0
311,0.0313324,0.442273,0
312,0.0859887,0.316148,0
313,0.118747,0.378975,0
314,0.0681124,0.340816,0
315,0.11912,0.332331,0
316,0.135373,0.267055,0
317,0.155293,0.313006,0
318,0.165587,0.403865,0
319,0.28229,0.361614,0
320,0.072426,0.37862,0
321,0.00450786,0.465105,0
322,0.139336,0.375424,0
323,0.0712213,0.355018,0
324,0.0566394,0.405046,0
325,0.0047568,0.987079,0
326,0.0189548,0.907687,0
327,0,1,0
328,0,1,0
329,0.0187786,0.995753,0
330,0,1,0
331,0.0638256,0.876905,0
332,0,1,0
333,0.0156953,0.870861,0
334,0.103842,0.979773,0
335,0.0675391,0.760445,0
336,0,0.941581,0
337,0,0.873562,0
338,0.0489721,1,0
339,0.00782898,0.966743,0
340,0.695289,0.812843,0
341,0.684025,0.857441,0
342,0.674053,0.891242,0
343,0.551499,0.800163,0
344,0.677361,0.826131,0
345,0.73275,0.830147,0
346,0.637173,0.90522,0
347,0.768973,0.871699,0
348,0.639163,0.882807,0
349,0.821529,0.822276,0
350,0.684439,0.9227,0
351,0.617462,0.911438,0
352,0.655401,0.932375,0
353,0.621952,1,0
354,0.674552,0.878323,0
355,0.468021,0.89365,0
356,0.426656,0.777477,0
357,0.463234,0.820157,0
358,0.251433,0.874387,0
359,0.356566,0.693598,0
360,0.489528,0.814176,0
361,0.566355,0.818901,0
362,0.411427,0.8793,0
363,0.309067,0.713209,0
364,0.369682,0.860768,0
365,0.453774,0.775694,0
366,0.38314,0.586056,0
367,0.463178,0.804599,0
368,0.341787,0.649143,0
369,0.374541,0.852451,0
370,0.544789,0,0
371,0.456554,0.0909266,0
372,0.620947,0.029057,0
373,0.602434,0.00903657,0
374,0.754061,0,0
375,0.668653,0.0723089,0
376,0.593552,0,0
377,0.56761,0.0993522,0
378,0.559491,0.0182597,0
379,0.580135,0,0
380,0.41807,0.0334491,0
381,0.671241,0,0
382,0.816184,0.0162075,0
383,0.74181,0.0255966,0
384,0.65886,0,0
385,0.54143,0.792797,0
386,0.465215,0.90733,0
387,0.482319,0.97038,0
388,0.548163,0.847518,0
389,0.538955,0.839763,0
390,0.516691,0.900453,0
391,0.451718,0.916879,0
392,0.404609,0.857511,0
393,0.486658,0.840221,0
394,0.445321,0.905145,0
395,0.500554,0.831841,0
396,0.481794,0.746818,0
397,0.480498,0.90559,0
398,0.476911,0.84456,0
399,0.508321,0.782988,0
400,0.92441,1,0
401,1,0.890677,0
402,0.814707,0.939527,0
403,1,1,0
404,0.942815,1,0
405,0.985027,0.955858,0
406,1,0.871411,0
407,1,0.837267,0
408,0.925258,1,0
409,0.787433,0.929652,0
410,0.859131,0.930351,0
411,1,1,0
412,1,1,0
413,0.807206,1,0
414,0.915322,0.954564,0
415,0.330308,0.166878,0
416,0.485064,0.0617215,0
417,0.548608,0.163424,0
418,0.536402,0.0359243,0
419,0.446424,0.126615,0
420,0.300354,0.196566,0
421,0.461754,0.112523,0
422,0.47242,0.196769,0
423,0.516464,0.0173086,0
424,0.287862,0.0404378,0
425,0.462116,0.197661,0
426,0.4915,0.166592,0
427,0.426078,0.0814329,0
428,0.44044,0.133817,0
429,0.529375,0.0850958,0
430,0.881969,0.839051,0
431,0.943901,0.793881,0
432,0.891386,0.779857,0
433,0.753352,0.650618,0
434,0.9714,0.721722,0
435,0.879705,0.867058,0
436,0.819679,0.839124,0
437,0.839893,0.754013,0
438,0.831353,0.822853,0
439,0.8949,0.768298,0
440,0.91403,0.729731,0
441,0.869325,0.708331,0
442,0.998801,0.790443,0
443,0.762115,0.77147,0
444,0.959064,0.70407,0
445,0.720274,0.758874,0
446,0.669641,0.70876,0
447,0.646778,0.779508,0
448,0.735109,0.761498,0
449,0.697836,0.622833,0
450,0.647558,0.580181,0
451,0.739283,0.652313,0
452,0.744352,0.726011,0
453,0.81748,0.58049,0
454,0.682126,0.84712,0
455,0.671523,0.657135,0
456,0.692925,0.661305,0
457,0.68872,0.702578,0
458,0.679246,0.663412,0
459,0.688551,0.601186,0
460,0.64574,0.97587,0
461,0.642288,1,0
462,0.751223,0.986892,0
463,0.676852,1,0
464,0.504945,1,0
465,0.734308,0.891774,0
466,0.589387,0.992816,0
467,0.766763,1,0
468,0.797049,0.986909,0
469,0.705047,0.965694,0
470,0.731055,1,0
471,0.633431,0.985245,0
472,0.715782,1,0
473,0.622292,0.993133,0
474,0.733457,1,0
475,0.440481,0.0892371,0
476,0.454407,0.177264,0
477,0.457352,0.298564,0
478,0.495868,0.0312439,0
479,0.400627,0.148844,0
480,0.455199,0.0156841,0
481,0.493445,0.107917,0
482,0.432878,0.207415,0
483,0.419331,0.0437792,0
484,0.380367,0.0461288,0
485,0.394676,0.12586,0
486,0.503998,0.228735,0
487,0.40377,0.184306,0
488,0.44411,0.151726,0
489,0.536413,0.103376,0
490,0.136571,0.386013,0
491,0.118391,0.396973,0
492,0.11165,0.381828,0
493,0.0739426,0.368709,0
494,0.0105103,0.415112,0
495,0.175047,0.454103,0
496,0.0990138,0.453076,0
497,0.0900522,0.485051,0
498,0.0495035,0.457237,0
499,0.102996,0.405306,0
500,0.170755,0.415581,0
501,0.121883,0.307834,0
502,0,0.496951,0
503,0.169035,0.425505,0
504,0.214529,0.410467,0
505,0.128749,0.151021,0
506,0.209146,0.108147,0
507,0.177442,0.0715038,0
508,0.195707,0.138596,0
509,0.229028,0.152682,0
510,0.0684816,0.0538027,0
511,0.08114,0.0570069,0
512,0.0619873,0,0
513,0.125893,0.0787484,0
514,0.16293,0.233098,0
515,0.0542101,0.09484,0
516,0.236673,0.0696249,0
517,0.147402,0.235732,0
518,0.189316,0.0907762,0
519,0.191151,0.147238,0
520,0.202481,0.998887,0
521,0.291751,0.984486,0
522,0.268973,1,0
523,0.118655,1,0
524,0.193566,0.986181,0
525,0.238439,0.962929,0
526,0.225791,0.962319,0
527,0.185736,1,0
528,0.243143,1,0
529,0.172086,0.956153,0
530,0.19192,0.855143,0
531,0.249707,0.969475,0
532,0.266481,0.993691,0
533,0.101457,0.894166,0
534,0.0349972,1,0
535,0.407504,0.639286,0
536,0.415863,0.730646,0
537,0.376827,0.668241,0
538,0.323037,0.536731,0
539,0.402998,0.647745,0
540,0.414535,0.683301,0
541,0.383001,0.711687,0
542,0.321255,0.566966,0
543,0.370745,0.770777,0
544,0.313992,0.626279,0
545,0.387575,0.7897,0
546,0.397013,0.553857,0
547,0.314025,0.509068,0
548,0.203785,0.614677,0
549,0.211693,0.6257,0
550,0.503006,0.366233,0
551,0.539262,0.296474,0
552,0.379636,0.312216,0
553,0.46375,0.385258,0
554,0.48332,0.331266,0
555,0.491311,0.289816,0
556,0.620829,0.334293,0
557,0.541091,0.359587,0
558,0.475577,0.272262,0
559,0.639304,0.357522,0
560,0.549412,0.296391,0
561,0.630742,0.540262,0
562,0.576219,0.344817,0
563,0.431233,0.391219,0
564,0.664696,0.370357,0
565,0.939723,0.156484,0
566,0.953493,0.262336,0
567,0.911108,0.0807226,0
568,0.893546,0.106408,0
569,0.824254,0.138424,0
570,0.831974,0.031513,0
571,0.950442,0,0
572,0.81437,0.0163637,0
573,0.897173,0.116711,0
574,0.837223,0.0843242,0
575,1,0.0182976,0
576,0.801667,0.111237,0
577,0.836159,0.0813867,0
578,0.844309,0.157822,0
579,0.880082,0.261818,0
580,0.499711,0.452605,0
581,0.408557,0.334567,0
582,0.396656,0.243422,0
583,0.496534,0.44606,0
584,0.45904,0.416214,0
585,0.279514,0.262316,0
586,0.449527,0.450666,0
587,0.441307,0.357295,0
588,0.509019,0.225866,0
589,0.387949,0.395755,0
590,0.504753,0.497378,0
591,0.568504,0.264682,0
592,0.573311,0.373331,0
593,0.483243,0.352864,0
594,0.44719,0.346377,0
595,0.377555,0.799326,0
596,0.330838,0.767496,0
597,0.470754,0.620483,0
598,0.460052,0.603591,0
599,0.450057,0.674108,0
600,0.495863,0.589564,0
601,0.649209,0.663282,0
602,0.568241,0.637716,0
603,0.551598,0.613209,0
604,0.36715,0.61261,0
605,0.466185,0.701776,0
606,0.398729,0.68603,0
607,0.57563,0.64174,0
608,0.358757,0.52957,0
609,0.501764,0.57225,0
610,0.0568426,0.348894,0
611,0.127134,0.30977,0
612,0,0.398738,0
613,0.0666746,0.412176,0
614,0.166533,0.405259,0
615,0.0139476,0.283254,0
616,0.079512,0.394968,0
617,0,0.383483,0
618,0.0056224,0.430072,0
619,0.0410941,0.491974,0
620,0,0.473116,0
621,0,0.381375,0
622,0.0794192,0.441319,0
623,0.165591,0.344681,0
624,0.135302,0.333252,0
