id,x,y,tier
158,0.875767,0.443045,1
159,0.901228,0.409466,1
160,0.231139,0,1
161,0.205409,0,1
162,0.129296,0.0414451,1
163,0.241707,0,1
164,0.225134,0.0636357,1
165,0.313371,0,1
166,0.273118,0,1
167,0.1922,0,1
168,0.301869,0,1
169,0.338614,0,1
170,0.108872,0.291398,1
171,0.169202,0.353666,1
172,0.0189422,0.426454,1
173,0.166939,0.369253,1
174,0.0788513,0.368261,1
175,0.0312816,0.40697,1
176,0.122748,0.417898,1
177,0.158467,0.481609,1
178,0.100344,0.440048,1
179,0.151232,0.404006,1
180,0,0.921784,1
181,0.0442925,1,1
182,0.073782,0.986264,1
183,0,0.976879,1
184,0,0.913847,1
185,0,0.982414,1
186,0,0.863359,1
187,0,0.982764,1
188,0,0.949987,1
189,0.0555835,1,1
190,0.696704,1,0
191,0.758962,0.987996,0
192,0.691924,0.972676,0
193,0.473946,1,0
194,0.868618,1,0
195,0.415428,0.842706,0
196,0.4281,0.769346,0
197,0.271359,0.800168,0
198,0.403741,0.720651,0
199,0.345237,0.791728,0
200,0.687917,0,0
201,0.656161,0,0
202,0.499461,0,0
203,0.537068,0,0
204,0.499479,0.00797475,0
205,0.589407,0.811263,0
206,0.554477,0.96465,0
207,0.503985,0.825848,0
208,0.462982,0.821153,0
209,0.558309,0.859408,0
210,0.914908,0.990214,0
211,0.944307,1,0
212,0.789711,0.905909,0
213,0.740972,0.951624,0
214,0.938272,1,0
